"operator","inout_travelling","network_type","rating","calldrop_category","latitude","longitude","state_name"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0829013","88.2549574","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0827627","88.2545836","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.082903","88.254985","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0828012","88.2549899","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.082883","88.2549583","West Bengal"
"VI","Indoor","3G","5","Satisfactory","24.0827582","88.2549252","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.082611","88.2548586","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0834933","88.2557777","West Bengal"
"BSNL","Indoor","Unknown","4","Satisfactory","24.0828367","88.2549787","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0829072","88.2549666","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.082884","88.2550001","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0829152","88.2549737","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0828246","88.25505","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0827902","88.2550228","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0829207","88.2549838","West Bengal"
"VI","Indoor","3G","5","Satisfactory","24.0829101","88.2549857","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0827905","88.2550353","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0827891","88.2549773","West Bengal"
"VI","Indoor","3G","5","Satisfactory","24.0828764","88.2550163","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.082858","88.2550326","West Bengal"
"VI","Indoor","3G","5","Satisfactory","24.082924","88.254958","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0829013","88.2549574","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0827627","88.2545836","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.082903","88.254985","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0828012","88.2549899","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.082883","88.2549583","West Bengal"
"VI","Indoor","3G","5","Satisfactory","24.0827582","88.2549252","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.082611","88.2548586","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0834933","88.2557777","West Bengal"
"BSNL","Indoor","Unknown","4","Satisfactory","24.0828367","88.2549787","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0829072","88.2549666","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.082884","88.2550001","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0829152","88.2549737","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0828246","88.25505","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0827902","88.2550228","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0829207","88.2549838","West Bengal"
"VI","Indoor","3G","5","Satisfactory","24.0829101","88.2549857","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0827905","88.2550353","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.0827891","88.2549773","West Bengal"
"VI","Indoor","3G","5","Satisfactory","24.0828764","88.2550163","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","24.082858","88.2550326","West Bengal"
"RJio","Indoor","4G","1","Call Dropped","31.6091956","76.91637308","Himachal Pradesh"
"Airtel","Indoor","Unknown","4","Satisfactory","22.80810028","86.18862484","Jharkhand"
"Airtel","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","2","Poor Voice Quality","26.0998673","94.251874","Nagaland"
"RJio","Indoor","4G","2","Poor Voice Quality","26.0998673","94.251874","Nagaland"
"RJio","Indoor","4G","2","Call Dropped","26.096133","94.2539384","Nagaland"
"RJio","Indoor","4G","1","Poor Voice Quality","26.0945586","94.2565236","Nagaland"
"Airtel","Outdoor","Unknown","1","Poor Voice Quality","26.0998287","94.2518621","Nagaland"
"RJio","Indoor","4G","1","Poor Voice Quality","26.0998287","94.2518621","Nagaland"
"RJio","Indoor","4G","1","Poor Voice Quality","26.0979467","94.2511711","Nagaland"
"RJio","Indoor","4G","1","Poor Voice Quality","26.0979467","94.2511711","Nagaland"
"RJio","Indoor","4G","1","Poor Voice Quality","26.1040917","94.2516767","Nagaland"
"RJio","Indoor","4G","1","Call Dropped","26.1040917","94.2516767","Nagaland"
"RJio","Indoor","4G","1","Poor Voice Quality","26.09783408","94.2509749","Nagaland"
"Airtel","Indoor","Unknown","1","Poor Voice Quality","26.1040917","94.2516767","Nagaland"
"RJio","Indoor","4G","1","Poor Voice Quality","26.0939082","94.2552875","Nagaland"
"RJio","Indoor","4G","4","Satisfactory","18.5197457","73.8561766","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5197107","73.8561572","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.51947627","73.85664683","Maharashtra"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","31.61146721","76.92057104","Himachal Pradesh"
"Airtel","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","31.61146721","76.92057104","Himachal Pradesh"
"VI","Indoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.56976833","87.177465","West Bengal"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","Unknown","5","Satisfactory","23.56976833","87.177465","West Bengal"
"RJio","Indoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Travelling","4G","5","Satisfactory","26.88995825","75.80854174","Rajasthan"
"RJio","Outdoor","4G","3","Satisfactory","26.88995825","75.80854174","Rajasthan"
"Airtel","Indoor","Unknown","3","Satisfactory","25.8086584","93.7776391","Nagaland"
"BSNL","Indoor","Unknown","5","Satisfactory","23.56976833","87.177465","West Bengal"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"VI","Indoor","4G","5","Satisfactory","21.1128231","79.0690606","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","21.1128231","79.0690606","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","21.1128231","79.0690606","Maharashtra"
"VI","Indoor","Unknown","5","Satisfactory","18.4425667","73.8839003","Maharashtra"
"RJio","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"RJio","Indoor","Unknown","4","Satisfactory","28.6544023","77.1589734","Delhi"
"RJio","Indoor","4G","4","Satisfactory","20.71848744","77.00994091","Maharashtra"
"Airtel","Indoor","4G","5","Satisfactory","10.3029548","76.2231776","Kerala"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","5","Satisfactory","10.3029548","76.2231776","Kerala"
"RJio","Indoor","4G","4","Satisfactory","18.57054893","73.83429655","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5197407","73.8562069","Maharashtra"
"RJio","Outdoor","4G","4","Satisfactory","18.5197536","73.8561905","Maharashtra"
"RJio","Outdoor","4G","4","Satisfactory","18.5252859","73.8473804","Maharashtra"
"RJio","Indoor","Unknown","4","Satisfactory","18.57054893","73.83429655","Maharashtra"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"VI","Indoor","4G","5","Satisfactory","21.1128562","79.0690784","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.1637958","77.4461612","Madhya Pradesh"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","Unknown","4","Satisfactory","28.6544517","77.1589638","Delhi"
"RJio","Indoor","4G","4","Satisfactory","18.5197575","73.8562213","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5197916","73.8561951","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5197806","73.8562233","Maharashtra"
"RJio","Outdoor","4G","2","Poor Voice Quality","18.5174818","73.857624","Maharashtra"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","17.3503857","78.4090236","Telangana"
"RJio","Indoor","4G","4","Satisfactory","18.5197575","73.8562213","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5197916","73.8561951","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5197806","73.8562233","Maharashtra"
"RJio","Outdoor","4G","2","Poor Voice Quality","18.5174818","73.857624","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5109689","73.8572553","Maharashtra"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"BSNL","Indoor","Unknown","5","Satisfactory","-1","-1","NA"
"BSNL","Indoor","Unknown","5","Satisfactory","-1","-1","NA"
"BSNL","Indoor","Unknown","5","Satisfactory","25.7853412","87.523073","Bihar"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"RJio","Indoor","Unknown","4","Satisfactory","28.6544628","77.1589719","Delhi"
"VI","Indoor","4G","5","Satisfactory","23.16385847","77.44561301","Madhya Pradesh"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"VI","Indoor","4G","5","Satisfactory","21.1128463","79.0690968","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","22.80810028","86.18862484","Jharkhand"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","Unknown","5","Satisfactory","23.578055","87.18184","West Bengal"
"RJio","Indoor","Unknown","4","Satisfactory","28.6544395","77.1589581","Delhi"
"RJio","Indoor","Unknown","4","Satisfactory","28.6544212","77.1589424","Delhi"
"RJio","Indoor","Unknown","4","Satisfactory","28.6544212","77.1589424","Delhi"
"Airtel","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","Unknown","4","Satisfactory","28.6544212","77.1589424","Delhi"
"RJio","Indoor","4G","4","Satisfactory","18.5197575","73.8562213","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5197916","73.8561951","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5197806","73.8562233","Maharashtra"
"RJio","Outdoor","4G","2","Poor Voice Quality","18.5174818","73.857624","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5109689","73.8572553","Maharashtra"
"RJio","Outdoor","4G","4","Satisfactory","18.51746348","73.85754587","Maharashtra"
"RJio","Outdoor","4G","4","Satisfactory","18.51746348","73.85754587","Maharashtra"
"RJio","Outdoor","4G","4","Satisfactory","18.4979733","73.8384725","Maharashtra"
"RJio","Outdoor","4G","4","Satisfactory","18.4979543","73.8385034","Maharashtra"
"RJio","Indoor","4G","2","Poor Voice Quality","18.49798894","73.83845649","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","23.16385847","77.44561301","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","17.3503769","78.4089865","Telangana"
"RJio","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.16385847","77.44561301","Madhya Pradesh"
"VI","Indoor","Unknown","3","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","21.1128053","79.0690704","Maharashtra"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"RJio","Indoor","4G","4","Satisfactory","26.88995825","75.80854174","Rajasthan"
"BSNL","Indoor","Unknown","5","Satisfactory","23.578055","87.18184","West Bengal"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","3","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","17.39801741","75.25498554","Maharashtra"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","17.39801741","75.25498554","Maharashtra"
"BSNL","Indoor","Unknown","5","Satisfactory","23.578055","87.18184","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","23.578055","87.18184","West Bengal"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","Unknown","4","Satisfactory","28.6540895","77.1582524","Delhi"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","2","Poor Voice Quality","27.3966903","75.45485806","Rajasthan"
"Airtel","Indoor","4G","1","Call Dropped","27.39648207","75.45485069","Rajasthan"
"Airtel","Indoor","Unknown","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","25.6607326","94.0883796","Nagaland"
"RJio","Indoor","4G","1","Call Dropped","25.6607326","94.0883796","Nagaland"
"RJio","Indoor","4G","1","Call Dropped","25.6607326","94.0883796","Nagaland"
"VI","Indoor","4G","5","Satisfactory","21.1128638","79.0690835","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","21.1128638","79.0690835","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","21.1128638","79.0690835","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","21.11293122","79.06916766","Maharashtra"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","16.8840195","79.6919166","Telangana"
"RJio","Indoor","4G","4","Satisfactory","18.5197575","73.8562213","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5197916","73.8561951","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5197806","73.8562233","Maharashtra"
"RJio","Outdoor","4G","2","Poor Voice Quality","18.5174818","73.857624","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5109689","73.8572553","Maharashtra"
"RJio","Outdoor","4G","4","Satisfactory","18.51746348","73.85754587","Maharashtra"
"RJio","Outdoor","4G","4","Satisfactory","18.51746348","73.85754587","Maharashtra"
"RJio","Outdoor","4G","4","Satisfactory","18.4979733","73.8384725","Maharashtra"
"RJio","Outdoor","4G","4","Satisfactory","18.4979543","73.8385034","Maharashtra"
"RJio","Indoor","4G","2","Poor Voice Quality","18.49798894","73.83845649","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.51943662","73.85704275","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.51947216","73.85702999","Maharashtra"
"Airtel","Indoor","4G","5","Satisfactory","26.724616","88.4381879","West Bengal"
"BSNL","Indoor","4G","1","Poor Voice Quality","29.61516633","78.34110338","Uttar Pradesh"
"BSNL","Indoor","4G","4","Satisfactory","29.61516633","78.34110338","Uttar Pradesh"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","Unknown","5","Satisfactory","23.578055","87.18184","West Bengal"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","19.98002126","73.79797934","Maharashtra"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Outdoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","Unknown","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","2","Call Dropped","-1","-1","NA"
"VI","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Outdoor","4G","2","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","22.80810028","86.18862484","Jharkhand"
"RJio","Indoor","4G","1","Poor Voice Quality","25.6601273","94.0935722","Nagaland"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"RJio","Indoor","4G","4","Satisfactory","20.71848744","77.00994091","Maharashtra"
"RJio","Indoor","4G","2","Poor Voice Quality","20.71848744","77.00994091","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5199799","73.8561724","Maharashtra"
"RJio","Indoor","4G","4","Satisfactory","18.5199872","73.8561687","Maharashtra"
"RJio","Outdoor","4G","4","Satisfactory","18.51971028","73.85623799","Maharashtra"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","Unknown","4","Satisfactory","18.5197298","73.8561993","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","23.16385847","77.44561301","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.1638046","77.4461137","Madhya Pradesh"
"BSNL","Indoor","Unknown","5","Satisfactory","23.569145","87.177955","West Bengal"
"BSNL","Indoor","Unknown","5","Satisfactory","23.569145","87.177955","West Bengal"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","Unknown","3","Satisfactory","-1","-1","NA"
"BSNL","Indoor","Unknown","5","Satisfactory","23.577455","87.17687","West Bengal"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","26.012346","94.5235359","Nagaland"
"RJio","Indoor","4G","1","Call Dropped","26.22152089","84.35620789","Bihar"
"RJio","Indoor","4G","1","Poor Voice Quality","26.22152089","84.35620789","Bihar"
"RJio","Indoor","4G","1","Call Dropped","26.22152089","84.35620789","Bihar"
"BSNL","Indoor","Unknown","3","Poor Voice Quality","23.577455","87.17687","West Bengal"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.1638024","77.4461662","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.1637947","77.4461717","Madhya Pradesh"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.1637947","77.4461717","Madhya Pradesh"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.16472008","77.44403956","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","17.3503698","78.4089869","Telangana"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","17.3503468","78.4090276","Telangana"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"BSNL","Outdoor","4G","1","Poor Voice Quality","29.6055921","78.3426904","Uttar Pradesh"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","5","Satisfactory","-1","-1","NA"
"MTNL","Indoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"MTNL","Indoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","4G","4","Satisfactory","29.61223011","78.33960388","Uttar Pradesh"
"BSNL","Indoor","2G","1","Call Dropped","12.930732","77.617533","Karnataka"
"BSNL","Indoor","3G","1","Call Dropped","12.92716283","77.6288332","Karnataka"
"RJio","Indoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"Airtel","Outdoor","4G","1","Call Dropped","14.755258","78.5495531","Andhra Pradesh"
"Airtel","Outdoor","3G","1","Poor Voice Quality","14.755258","78.5495531","Andhra Pradesh"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"RJio","Indoor","4G","1","Call Dropped","31.61078484","76.91990338","Himachal Pradesh"
"RJio","Indoor","4G","1","Call Dropped","31.61078484","76.91990338","Himachal Pradesh"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","16.88404501","79.69192217","Telangana"
"VI","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Travelling","4G","3","Satisfactory","16.11166007","79.8242713","Andhra Pradesh"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","31.61170008","76.92036783","Himachal Pradesh"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Outdoor","4G","3","Satisfactory","-1","-1","NA"
"VI","Travelling","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","4","Satisfactory","20.71848744","77.00994091","Maharashtra"
"RJio","Indoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","Unknown","3","Satisfactory","25.69245167","94.10339667","Nagaland"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Travelling","Unknown","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","21.11286893","79.06900286","Maharashtra"
"RJio","Indoor","4G","1","Call Dropped","31.61136674","76.92064042","Himachal Pradesh"
